"","year","quarter","impact","recession","total","federal","state_local","consumption","projection"
"1","1999","Q4",-0.447229407488594,0,-0.0487312706675365,0.231813694083588,0.138447683546152,-0.418992648297276,0
"2","2000","Q1",-0.745666968456713,0,-1.88755655971204,-1.31159166141865,0.0388398956243916,-0.614804793917783,0
"3","2000","Q2",-0.610323193250261,0,-0.309094426748107,0.470710894406081,-0.510732982985193,-0.269072338168995,0
"4","2000","Q3",-0.838234423989492,0,-1.10755543883028,-0.754230409792762,-0.26069532911355,-0.0926296999239734,0
"5","2000","Q4",-0.880699255235238,0,-0.21859059565052,0.0379467765607742,-0.279058827669636,0.0225214554583418,0
"6","2001","Q1",-0.236051114943578,1,0.691036001454598,0.417669976936264,0.0346337912203033,0.238732233298031,0
"7","2001","Q2",0.0980688281177665,1,1.02738534549727,0.385423306874095,0.263416584086896,0.378545454536282,0
"8","2001","Q3",0.575213427407977,1,0.801022958330558,-0.324605154733429,-0.34476006522688,1.47038817829087,0
"9","2001","Q4",1.10998981200353,1,1.92051494273168,0.123098901089683,0.533565866260873,1.26385017538112,0
"10","2002","Q1",1.50861476328371,0,2.28553580657534,1.05224512733517,-0.296579144110097,1.52986982335026,0
"11","2002","Q2",1.73467967616552,0,1.93164499702451,0.318567664689432,-0.259599205896316,1.87267653823139,0
"12","2002","Q3",1.89535874063859,0,1.44373921622284,-0.0853262004793568,-0.0238648485673756,1.55293026526957,0
"13","2002","Q4",1.71215807360674,0,1.18771227460429,0.345685320915438,-0.257473654680101,1.09950060836896,0
"14","2003","Q1",1.31910570642482,0,0.713326337847647,0.0406776650144408,-0.461948342363705,1.13459701519691,0
"15","2003","Q2",1.18251933395341,0,1.38529950713887,1.66559453820198,-1.43490081457891,1.15460578351581,0
"16","2003","Q3",0.968704709836062,0,0.588480719753432,-0.732342359114015,0.399856527594944,0.920966551272503,0
"17","2003","Q4",0.8338634252474,0,0.648347136249643,0.509265169814308,-0.546989131172936,0.68607109760827,0
"18","2004","Q1",0.674797893553961,0,0.0770642110738942,-0.404120088259788,0.233569497529442,0.24761480180424,0
"19","2004","Q2",0.298536993957445,0,-0.119744091247191,-0.281371460998754,-0.0356739363994673,0.197301306151031,0
"20","2004","Q3",0.0350439965278487,0,-0.465491269964953,0.339877025339128,-0.731441606191145,-0.0739266891129353,0
"21","2004","Q4",-0.293725787875409,0,-0.666732001363388,-0.355031441541672,-0.230744437700099,-0.0809561221216171,0
"22","2005","Q1",-0.47201149127032,0,-0.636078602505748,0.0216838849308797,-0.158174142890326,-0.499588344546301,0
"23","2005","Q2",-0.706834403490452,0,-1.05903574012772,-0.270157985938239,-0.276481888408553,-0.51239586578093,0
"24","2005","Q3",-0.781294681212986,0,-0.76333238085509,-0.107172862841201,-0.124918000266554,-0.531241517747335,0
"25","2005","Q4",-0.831735855531026,0,-0.868496698635548,-0.276795013622214,-0.130264594569458,-0.461437090443876,0
"26","2006","Q1",-0.694976584170239,0,-0.089041517062598,0.68778691038139,-0.168366165242919,-0.608462262201069,0
"27","2006","Q2",-0.710574731551558,0,-1.121428329653,-0.490503206221812,0.0332039504011664,-0.664129073832353,0
"28","2006","Q3",-0.720321540919547,0,-0.802319618327045,-0.662788988878731,0.139551433916701,-0.279082063365014,0
"29","2006","Q4",-0.514610689303931,0,-0.0456532921730818,0.0405326156052338,0.202729765204821,-0.288915672983137,0
"30","2007","Q1",-0.640861119991529,0,-0.594043239812992,-0.448213837853514,0.191417367136668,-0.337246769096145,0
"31","2007","Q2",-0.348151827061869,0,0.0494088420656427,0.684576814384356,-0.356555016485103,-0.27861295583361,0
"32","2007","Q3",-0.164540333246296,0,-0.0678736430647525,-0.0864054297850251,0.0663258072121565,-0.0477940204918839,0
